Pacific Daylight Time,Cache-Data Flushes,Page Faults,Available Bytes,Transition Faults,Cache Faults,Cache Bytes,Standby Cache Core Bytes,Current Disk Queue Length,% Disk Time,Process-Page Faults,% Processor Time,Interrupts,Processor Performance(PPM_Processor_0)\% of Maximum Frequency,Processor Performance(PPM_Processor_1)\% of Maximum Frequency,Processor Performance(PPM_Processor_3)\Processor Frequency,Processor Performance(PPM_Processor_2)\% of Maximum Frequency,System Calls,Threads,Source,Destination,Protocol,Length,Information,LABEL
50:21.8,17.97832892,967.8333737,4545429504,759.0849989,18.97712497,158822400,129470464,0,0.164058487,947.8574526,32.89492516,7842.546594,62,62,1005,62,84022.71901,1995,NULL,NULL,NULL,NULL,NULL,NORMAL
50:22.8,6.970362715,1460.788872,4552810496,1121.232631,1.991532204,158830592,129470464,0,1.073760249,1445.85238,27.26066464,4899.169222,62,62,1005,62,122032.1316,1994,NULL,NULL,NULL,NULL,NULL,NORMAL
50:23.8,11.05170429,1528.149294,4549668864,867.0564368,0,158810112,129470464,0,0.111154092,1530.158694,25.03717026,1875.775629,62,62,1005,62,120375.1632,1997,NULL,NULL,NULL,NULL,NULL,NORMAL
50:24.8,23.24673386,1218.937436,4549619712,897.5260725,23.24673386,158904320,129470464,0,0.226930104,1194.679975,26.56709422,1794.041417,62,62,1005,62,110835.3734,1997,::1,::1,TCP,64,"80  >  59744 [FIN, ACK] Seq=23953 Ack=11494 Win=2608128 Len=0",NORMAL
50:25.8,10.86905506,1196.584152,4550328320,909.0482413,17.78572646,158900224,129470464,0,0.099363347,1177.81033,23.96261345,1696.560685,62,62,1005,62,111533.3025,1995,NULL,NULL,NULL,NULL,NULL,NORMAL
50:26.8,13.04679887,1121.021103,4550041600,849.0455263,65.23399434,159088640,129470464,0,0.136719464,1056.790708,27.07734897,1867.699438,62,62,1005,62,121016.0847,1994,NULL,NULL,NULL,NULL,NULL,NORMAL
50:27.8,1.994571972,1271.539632,4566634496,897.5573873,1.994571972,159096832,129470464,0,0.02387285,1460.026683,25.98942694,1896.837945,62,62,1005,62,119059.9901,1995,NULL,NULL,NULL,NULL,NULL,NORMAL
50:28.8,5.97887365,5625.123626,4550402048,856.9718898,1.992957883,159096832,129470464,0,0.069941247,5429.813753,47.4525104,5522.486295,62,62,1005,62,127477.558,1996,NULL,NULL,NULL,NULL,NULL,NORMAL
50:29.8,12.98532399,10962.61006,4553977856,7990.968607,695.2142688,159768576,129470464,0,0.350082132,10255.40934,62.54257037,9058.761787,62,62,1005,62,112852.4542,1994,::1,::1,TCPMYSQL/HTTP,64,"59744  >  80 [FIN, ACK] Seq=11494 Ack=23954 Win=2594816 Len=0",NORMAL
50:30.8,55.27074929,1060.193464,4550619136,741.6329632,17.08368614,159207424,129470464,0,0.727012664,1041.099932,12.45318483,3009.74353,56,57,1005,58,13236.84199,1994,NULL,NULL,NULL,NULL,NULL,NORMAL
50:31.8,2.026976627,7277.859578,4550516736,6350.517771,527.0139229,159760384,129470464,0,0.12168004,6750.845655,32.2905112,3780.311408,61,62,1005,62,45180.29552,1991,NULL,NULL,NULL,NULL,NULL,NORMAL
50:32.8,23.72959181,5560.634347,4549193728,4056.771466,266.9579079,159240192,129167360,0,0.340140325,5281.811644,16.97482811,5171.073548,62,62,1005,62,53382.68297,2003,NULL,NULL,NULL,NULL,NULL,NORMAL
50:33.8,19.03814292,927.8589654,4552495104,744.4915889,1.002007522,159236096,129167360,0,0.251828391,926.8569579,3.71186351,1049.101876,62,62,1005,62,4273.562082,2004,NULL,NULL,NULL,NULL,NULL,NORMAL
50:34.8,5.957041392,980.9261492,4550934528,733.7089314,64.53461508,159494144,129167360,1,0.085678836,916.3915341,1.483984442,802.2149074,62,62,1005,62,5720.745417,2004,::1,::1,TCP,64,"80  >  59745 [FIN, ACK] Seq=1890 Ack=766 Win=2618880 Len=0",NORMAL
50:35.8,15.1292919,919.8609477,4550201344,738.3094449,0,159490048,129167360,0,0.60378705,919.8609477,1.906282455,653.5854102,62,62,1005,62,3854.943577,1999,NULL,NULL,NULL,NULL,NULL,NORMAL
50:36.8,2.980621786,982.6116486,4551286784,750.1231494,0.993540595,159494144,129167360,0,0.066454098,981.618108,16.11684886,3151.510768,60,60,1005,60,11766.50127,1992,NULL,NULL,NULL,NULL,NULL,NORMAL
50:37.8,4.976534644,1006.255305,4570660864,751.4567312,0,159473664,129474560,0,0.058665737,NULL,4.415809321,1164.509107,62,62,1005,62,5517.981613,1984,NULL,NULL,NULL,NULL,NULL,NORMAL
50:38.8,2.01624956,1074.661016,4576473088,733.9148399,1.00812478,159473664,129474560,0,0.032582215,1073.652891,1.15766667,645.1998592,62,62,1005,62,4340.985303,1985,NULL,NULL,NULL,NULL,NULL,NORMAL
50:39.8,16.82906217,927.5783088,4576583680,721.6697835,0,159440896,129474560,0,0.209387904,927.5783088,1.385346015,859.2721153,62,62,1005,62,4090.452051,1982,NULL,NULL,NULL,NULL,NULL,NORMAL
50:40.8,2.041809104,978.0265609,4576641024,743.2185139,1.020904552,159444992,129474560,0,0.031758185,977.0056563,0.707826744,645.2116769,62,62,1005,62,4348.032487,1982,NULL,NULL,NULL,NULL,NULL,NORMAL
50:41.8,1.971304703,895.9579876,4576628736,718.5405643,0,159444992,129474560,0,0.028031519,894.9723352,2.206319077,604.2048915,62,62,1005,62,5203.258764,1981,NULL,NULL,NULL,NULL,NULL,NORMAL
50:42.8,2.009628734,929.4532895,4577603584,743.5626316,1.004814367,159449088,129474560,0,0.029512187,928.4484752,1.08594196,634.0378656,62,62,1005,62,3956.958978,1971,::1,::1,TCP/MYSQL/HTTP,64,"59745  >  80 [FIN, ACK] Seq=766 Ack=1891 Win=2617088 Len=0",NORMAL
50:43.8,1.988756763,7632.848455,4559642624,1064.979246,14.91567572,159510528,129474560,0,0.026449763,7608.983373,39.79508991,6296.40391,55,55,1005,56,27532.34862,1973,NULL,NULL,NULL,NULL,NULL,NORMAL
50:44.8,5.033997099,2378.06023,4559597568,981.6294344,15.1019913,159571968,129474560,0,0.083468032,2353.897044,28.40184097,5583.709583,62,62,1005,62,26058.98938,1971,::1,::1,TCP/MYSQL/HTTP,64,80  >  59761 [ACK] Seq=1405 Ack=1534 Win=2618112 Len=0,NORMAL
50:45.8,5.019043254,1053.999083,4559892480,754.8641054,10.03808651,159592448,129474560,0,0.093578755,1044.964805,31.39227002,5106.374607,55,55,1005,56,18772.22558,1971,::1,::1,TCP/MYSQL/HTTP,64,80  >  59761 [ACK] Seq=3130 Ack=2302 Win=2617344 Len=0,NORMAL
50:46.8,1.979272857,2459.246524,4558880768,1010.418793,4.948182142,159612928,129474560,0,0.026865207,2451.329433,21.5349127,3660.665148,60,56,1005,59,17093.99003,1969,NULL,NULL,NULL,NULL,NULL,NORMAL
50:47.8,1.987987387,899.5642928,4560719872,723.627409,0.993993694,159617024,129474560,0,0.030340282,898.5702991,2.138123557,750.4652387,62,62,1005,62,3668.830723,1968,NULL,NULL,NULL,NULL,NULL,NORMAL
50:48.8,4.008340153,916.9078101,4559339520,731.522078,1.002085038,159621120,129474560,0,0.063109076,915.905725,0.974700824,553.1509412,62,62,1005,62,3371.014069,1970,NULL,NULL,NULL,NULL,NULL,NORMAL
50:49.8,3.00877298,924.6962293,4564402176,730.1289099,1.002924327,159625216,129474560,0,0.089855486,916.6728347,2.848769907,699.0382557,62,62,1005,62,3532.299479,1970,NULL,NULL,NULL,NULL,NULL,NORMAL
50:50.8,30.96751198,913.0421275,4559683584,727.2370556,5.993711997,159621120,129474560,0,0.408813052,907.0484155,0.492108099,720.2443916,62,62,1005,62,5239.503237,1970,::1,::1,TCP,64,"80  >  59761 [FIN, ACK] Seq=4533 Ack=2302 Win=2617344 Len=0",NORMAL
50:51.8,60.92839695,1157.639542,4562690048,728.1442848,1.997652359,159604736,129474560,0,0.738338507,1155.64189,4.018241516,1553.174709,62,62,1005,62,5469.572159,1970,NULL,NULL,NULL,NULL,NULL,NORMAL
50:52.8,18.13780926,912.9363995,4562829312,733.573619,0,159600640,129474560,0,0.244241017,912.9363995,0.795670373,641.8769166,62,62,1005,62,3974.19554,1969,NULL,NULL,NULL,NULL,NULL,NORMAL
50:53.8,21.02336747,547.608667,4563267584,364.4050362,65.07232789,159817728,129474560,0,0.267752569,482.5363391,3.031687393,610.6787695,62,62,1005,62,2627.920934,1967,NULL,NULL,NULL,NULL,NULL,NORMAL
50:54.8,20.88929925,993.7338071,4563238912,725.1571025,2.984185607,159830016,129474560,0,0.289350867,989.7548929,0.914268366,901.2240533,62,62,1005,62,4609.572034,1973,NULL,NULL,NULL,NULL,NULL,NORMAL
50:55.8,4.998823277,923.7825416,4564070400,734.8270217,0,159830016,129474560,0,0.07517716,923.7825416,1.579310254,614.8552631,62,62,1005,62,4336.979075,1975,172.20.10.2,239.255.255.250,SSDP,206,M-SEARCH * HTTP/1.1 ,NORMAL
50:56.8,3.006916811,1421.269346,4579717120,755.7384251,1.002305604,159834112,129474560,0,0.051417767,1420.26704,1.728037898,875.0127919,62,62,1005,62,5629.950575,1971,172.20.10.2,239.255.255.250,SSDP,206,M-SEARCH * HTTP/1.1 ,NORMAL
50:57.8,2.0018982,911.86463,4577366016,729.6918939,0,159834112,129474560,0,0.025243626,911.86463,0.688304184,634.6017294,62,62,1005,62,3641.452826,1969,172.20.10.2,239.255.255.250,SSDP,206,M-SEARCH * HTTP/1.1 ,NORMAL
50:58.8,2.983435964,902.9866183,4577566720,724.9749391,0.994478655,159838208,129474560,0,0.049991882,901.9921396,0.937918283,540.9963881,62,62,1005,62,3884.433625,1966,172.20.10.2,239.255.255.250,SSDP,206,M-SEARCH * HTTP/1.1 ,NORMAL
50:59.8,4.076079618,5309.093703,4567650304,820.3110232,1.019019905,159842304,129474560,0,0.065277105,5307.055663,34.72602814,7629.402026,61,61,1005,62,26454.77574,1962,NULL,NULL,NULL,NULL,NULL,NORMAL
51:00.8,8.892560089,2102.59643,4561313792,1105.641638,0.988062232,159825920,129474560,0,0.135512252,2099.632243,19.72608267,3633.104827,62,62,1005,62,15579.76528,1961,NULL,NULL,NULL,NULL,NULL,NORMAL
51:01.8,1.944280801,4713.908802,4572565504,1907.339466,23.33136961,159924224,129474560,0,0.048872314,NULL,45.67209644,8709.405847,55,55,1005,55,38581.33607,1944,::1,::1,TCP/MYSQL/HTTP,64,"59761  >  80 [FIN, ACK] Seq=2302 Ack=4534 Win=2614272 Len=0",NORMAL
51:02.8,14.53154352,11934.5491,4554199040,8017.260152,9.341706547,159928320,129474560,0,0.263317224,11785.08179,40.82314519,7019.773486,51,51,1005,52,30853.58079,1954,::1,::1,TCP/MYSQL/HTTP,64,"[TCP Retransmission] 59768  >  3306 [FIN, ACK] Seq=125 Ack=106 Win=2618880 Len=0",NORMAL
51:03.8,9.954554472,2159.142865,4554100736,919.8008333,9.954554472,159956992,129474560,0,0.131443271,2147.1974,21.45629987,4379.008512,50,50,1005,51,17845.5298,1954,NULL,NULL,NULL,NULL,NULL,NORMAL
51:04.8,11.96258105,918.1280953,4554121216,727.7236803,4.984408769,159961088,129474560,1,0.209048189,913.1436865,3.050580532,916.1343318,62,62,1005,62,3743.290986,1955,NULL,NULL,NULL,NULL,NULL,NORMAL
51:05.8,15.8252622,966.3300732,4555087872,720.0494302,64.2901277,159178752,129474560,0,0.207453552,902.0399455,3.77061612,802.1429779,62,62,1005,62,3871.254766,1953,NULL,NULL,NULL,NULL,NULL,NORMAL
51:06.8,2.007115626,908.2198209,4557553664,730.590088,0,159158272,129474560,0,0.032481559,908.2198209,0.835414562,625.2165176,62,62,1005,62,3663.989576,1952,NULL,NULL,NULL,NULL,NULL,NORMAL
51:07.8,4.040587703,915.1931148,4558368768,736.397109,1.010146926,159162368,129474560,0,0.062649249,914.1829679,1.747522112,753.5696067,62,62,1005,62,6698.284265,1946,::1,::1,TCP,64,"80  >  59763 [FIN, ACK] Seq=3130 Ack=1537 Win=2618112 Len=0",NORMAL
51:08.8,2.001189908,2047.217275,4558471168,736.437886,0,159162368,129474560,0,0.028497412,2046.21668,15.96428418,1703.012611,62,62,1005,62,6152.658371,1945,NULL,NULL,NULL,NULL,NULL,NORMAL
51:09.8,2.977505837,903.1767705,4557987840,722.5414164,0.992501946,159166464,129474560,0,0.041000243,902.1842685,1.137525991,601.456179,62,62,1005,62,3513.456887,1945,NULL,NULL,NULL,NULL,NULL,NORMAL
51:10.8,3.012115028,1690.800569,4559818752,1053.236221,0,159166464,129474560,0,0.05200042,1690.800569,1.162554276,1121.510829,62,62,1005,62,5726.030668,1946,NULL,NULL,NULL,NULL,NULL,NORMAL
51:11.8,16.99898686,951.9432642,4560191488,742.9557198,0.999940404,159125504,129474560,0,0.207712552,950.9433238,1.180180865,711.9575673,62,62,1005,62,3487.792128,1945,NULL,NULL,NULL,NULL,NULL,NORMAL
51:12.8,2.011087123,966.3273628,4561555456,732.0357129,1.005543562,159129600,129474560,0,0.021478285,965.3218192,2.195742393,592.2651578,62,62,1005,62,3953.797284,1945,NULL,NULL,NULL,NULL,NULL,NORMAL
51:13.8,1.974033563,930.7568247,4562513920,731.3794349,0.987016781,159133696,129474560,0,0.028564455,928.7827912,1.297669154,908.0554388,62,62,1005,62,4254.042327,1937,NULL,NULL,NULL,NULL,NULL,NORMAL
51:14.8,2.021519275,914.7374719,4569677824,735.833016,1.010759637,159137792,129474560,0,0.028544259,913.7267122,0.501930174,625.6602156,62,62,1005,62,3895.467643,1927,NULL,NULL,NULL,NULL,NULL,NORMAL
51:15.8,1.999704444,907.8658174,4570116096,727.8924175,2.999556666,159145984,129474560,0,0.03489397,904.8662608,2.360622085,515.9237465,62,62,1005,62,3210.525484,1912,NULL,NULL,NULL,NULL,NULL,NORMAL
51:16.8,1.987785851,987.929568,4570808320,766.2914456,0.993892926,159150080,129474560,0,0.027820501,986.9356751,1.770353942,1234.415014,62,62,1005,62,6000.131591,1911,NULL,NULL,NULL,NULL,NULL,NORMAL
51:17.8,2.001458463,898.6548498,4584689664,730.5323389,0,159150080,129474560,0,0.029541163,898.6548498,9.310029705,1580.151456,62,62,1005,62,6407.669269,1909,NULL,NULL,NULL,NULL,NULL,NORMAL
51:18.8,2.020697806,1040.65937,4595544064,882.0345921,2.020697806,159158272,129474560,0,0.026804074,NULL,2.913531147,808.2791222,62,62,1005,62,6342.970412,1881,NULL,NULL,NULL,NULL,NULL,NORMAL
51:19.8,1.971064963,861.355389,4595552256,713.5255168,0,159158272,129474560,0,0.026353567,861.355389,0.675189427,567.6667095,62,62,1005,62,3341.940646,1882,NULL,NULL,NULL,NULL,NULL,NORMAL
51:20.8,30.18632509,888.4841685,4595666944,728.4966455,7.043475855,159162368,129474560,0,0.400034492,881.4406927,1.738389697,898.5462769,62,62,1005,62,3978.557647,1882,NULL,NULL,NULL,NULL,NULL,NORMAL
51:21.8,49.5166668,6645.338794,4577521664,796.3088458,6.063265323,159166464,129474560,0,1.530596262,6638.264985,21.05145616,3238.794227,61,61,1005,62,9986.197987,1887,NULL,NULL,NULL,NULL,NULL,NORMAL
51:22.8,6.94462495,14438.86736,4561727488,8335.534118,22.81805341,159256576,129474560,0,0.106392023,14557.91807,37.99998671,7187.686823,62,62,1005,62,39833.37662,1903,::1,::1,TCP/MYSQL/HTTP,64,"59763  >  80 [FIN, ACK] Seq=1537 Ack=3131 Win=2615808 Len=0",NORMAL
51:23.8,5.996565767,1395.200968,4563476480,1073.385272,1.998855256,159264768,129474560,0,0.081254167,1234.29312,36.35618692,5259.987605,55,55,1005,54,18560.37048,1899,NULL,NULL,NULL,NULL,NULL,NORMAL
51:24.8,10.89955515,2565.358935,4562784256,1070.138142,8.91781785,159264768,129474560,0,0.146094542,2554.45938,37.29622046,6986.614851,49,49,1005,49,27771.07565,1899,::1,::1,TCP/MYSQL/HTTP,64,80  >  59767 [ACK] Seq=1890 Ack=1531 Win=2618112 Len=0,NORMAL
51:25.8,14.07562977,1945.453114,4561444864,781.197452,11.05942339,159264768,129474560,0,0.178790258,1932.382886,26.9596307,4855.086867,51,50,1005,50,20869.13193,1900,::1,::1,TCP/MYSQL/HTTP,64,80  >  59767 [ACK] Seq=3293 Ack=2299 Win=2617344 Len=0,NORMAL
51:26.8,11.05289584,2599.440141,4554698752,1007.823139,11.05289584,159297536,129474560,0,0.158295855,2581.353584,34.83686593,6927.151268,49,49,1005,49,28050.24003,1900,::1,::1,TCP/MYSQL/HTTP,64,80  >  59767 [ACK] Seq=5018 Ack=3067 Win=2616576 Len=0,NORMAL
51:27.8,4.995292935,938.1160133,4555350016,728.31371,5.994351523,159305728,129474560,0,0.082422457,932.1216618,6.72837994,1714.384535,55,56,1005,56,9905.665891,1900,NULL,NULL,NULL,NULL,NULL,NORMAL
51:28.8,3.972728806,889.8912525,4557332480,729.9889181,0,159305728,129474560,0,0.061672523,889.8912525,2.240112882,620.7388759,62,62,1005,62,3238.767159,1901,NULL,NULL,NULL,NULL,NULL,NORMAL
51:29.8,2.004939972,1373.383881,4555472896,747.8426094,1.002469986,159305728,129474560,0,0.028189566,1372.381411,2.493744062,762.8796592,62,62,1005,62,3598.867249,1900,NULL,NULL,NULL,NULL,NULL,NORMAL
51:30.8,2.016798927,974.1138816,4560465920,735.1232088,0,159301632,129474560,0,0.039710791,974.1138816,3.099065213,968.0634848,62,62,1005,62,5064.182105,1900,NULL,NULL,NULL,NULL,NULL,NORMAL
51:31.8,12.82595816,1536.155143,4561252352,1027.063265,5.919672997,159305728,129474560,0,0.172562443,1530.23547,1.335230328,951.0941282,62,62,1005,62,4115.159345,1900,::1,::1,TCP,64,"80  >  59767 [FIN, ACK] Seq=6421 Ack=3067 Win=2616576 Len=0",NORMAL
51:32.8,23.98034571,2124.258957,4561936384,1878.460414,3.996724285,159260672,129474560,0,0.279252722,2120.262233,8.669581646,2333.087801,62,62,1005,62,26518.26563,1898,NULL,NULL,NULL,NULL,NULL,NORMAL
51:33.8,2.02603126,943.1175515,4561862656,738.4883943,1.01301563,159248384,129474560,0,0.028607257,941.0915203,1.865154669,667.5773002,62,62,1005,62,3941.643816,1897,NULL,NULL,NULL,NULL,NULL,NORMAL
51:34.8,4.968872498,902.3472457,4577062912,723.4678357,0.9937745,159252480,129474560,0,0.096413358,893.4032752,1.789828222,671.7915618,62,62,1005,62,3919.446627,1896,NULL,NULL,NULL,NULL,NULL,NORMAL
51:35.8,2.011892295,877.1850408,4576559104,732.3287955,0,159252480,129474560,0,0.02731152,877.1850408,1.762775052,521.0801045,62,62,1005,62,3382.996895,1892,NULL,NULL,NULL,NULL,NULL,NORMAL
51:36.8,1.998921582,875.5276528,4576595968,730.6058382,0.999460791,159256576,129474560,0,0.027314551,874.528192,0.056528028,507.7260818,62,62,1005,62,3240.251884,1891,NULL,NULL,NULL,NULL,NULL,NORMAL
51:37.8,42.82528142,871.44468,4579753984,725.0419738,0,159240192,129474560,0,0.477255848,871.44468,0.401551067,697.155744,62,62,1005,62,3107.322745,1889,NULL,NULL,NULL,NULL,NULL,NORMAL
51:38.8,1.999585686,880.8174946,4579700736,727.8491896,0.999792843,159240192,129474560,0,0.024524352,879.8177018,2.366235056,498.8966286,62,62,1005,62,3820.208453,1889,NULL,NULL,NULL,NULL,NULL,NORMAL
51:39.8,7.010698326,905.3816123,4581847040,729.1126259,2.003056664,158261248,129474560,0,0.098877162,903.3785557,0.643422556,999.5252756,62,62,1005,62,3859.890192,1851,NULL,NULL,NULL,NULL,NULL,NORMAL
51:40.8,3.04147415,885.0689776,4581769216,738.0643937,1.013824717,158265344,129474560,0,0.045131858,884.0551529,2.563704515,479.539091,62,62,1005,62,3431.796666,1851,NULL,NULL,NULL,NULL,NULL,NORMAL
51:41.8,2.967032706,5531.537975,4576055296,862.4175066,0,158265344,129474560,0,0.054113833,NULL,21.95357961,3509.010681,62,62,1005,62,14909.33935,1834,NULL,NULL,NULL,NULL,NULL,NORMAL
51:42.8,1.995592335,1417.868354,4574769152,970.8556711,0.997796168,158269440,129474560,0,0.028564003,1412.879373,37.25434384,5733.336779,62,61,1005,62,20772.12062,1835,NULL,NULL,NULL,NULL,NULL,NORMAL
51:43.8,1.99051678,865.8747993,4574822400,721.5623327,0,158269440,129474560,0,0.029838628,865.8747993,5.525739598,1442.129407,55,55,1005,55,5586.385343,1832,NULL,NULL,NULL,NULL,NULL,NORMAL
51:44.8,2.008187178,4254.344537,4576231424,1877.655012,15.06140384,158330880,129474560,0,0.027620074,4242.295414,28.62178641,4021.394825,62,62,1005,62,17473.23664,1837,NULL,NULL,NULL,NULL,NULL,NORMAL
51:45.8,1.995765385,920.0478425,4574846976,733.443779,5.987296155,158355456,129474560,0,0.030828214,910.0690156,24.37032699,3433.714345,62,61,1005,61,10667.36598,1835,NULL,NULL,NULL,NULL,NULL,NORMAL
51:46.8,4.006597263,978.6113815,4574564352,734.2089485,1.001649316,158359552,129474560,0,0.06688718,977.6097322,25.662131,2732.499333,61,62,1005,62,9667.919196,1834,NULL,NULL,NULL,NULL,NULL,NORMAL
51:47.8,2.015676724,901.0074957,4574789632,739.7533578,0,158359552,129474560,0,0.026798463,901.0074957,2.365511074,931.2426466,62,62,1005,62,5467.523114,1834,NULL,NULL,NULL,NULL,NULL,NORMAL
51:48.8,2.990864107,867.3505909,4577353728,721.7952044,0.996954702,158363648,129474560,0,0.049707829,866.3536362,1.084061363,507.4499434,62,62,1005,62,3113.489535,1834,NULL,NULL,NULL,NULL,NULL,NORMAL
51:49.8,1.996270966,871.3722766,4579065856,722.6500896,0.998135483,158367744,129474560,0,0.027309428,870.3741411,0.184837718,553.965193,62,62,1005,62,3296.8415,1832,NULL,NULL,NULL,NULL,NULL,NORMAL
51:50.8,29.21198622,852.0162648,4586278912,704.9826009,5.842397245,158367744,129474560,0,0.356653238,846.1738676,1.864856204,738.0895186,62,62,1005,62,3906.616291,1832,NULL,NULL,NULL,NULL,NULL,NORMAL
51:51.8,2.048874256,2512.944275,4588011520,789.8410258,3.073311384,158380032,129474560,0,0.025984565,2624.607922,43.16516798,5806.509642,62,62,1005,62,22546.83675,1832,NULL,NULL,NULL,NULL,NULL,NORMAL
51:52.8,1.990527676,16096.40205,4573573120,9465.954363,26.87212363,158490624,129474560,0,0.042996352,16203.89055,60.34407632,9480.883321,55,55,1005,55,47303.89496,1849,::1,::1,TCP/MYSQL/HTTP,64,"59767  >  80 [FIN, ACK] Seq=3067 Ack=6422 Win=2612480 Len=0",NORMAL
51:53.8,15.0852437,4688.49374,4569620480,2484.036795,76.43190139,158777344,129470464,0,0.5819399,4328.459258,44.99967465,7178.564633,49,49,1005,49,29006.91226,1851,::1,::1,TCP/MYSQL/HTTP,64,80  >  59770 [ACK] Seq=1890 Ack=1694 Win=2617856 Len=0,NORMAL
51:54.8,13.92243117,2116.209539,4568391680,1299.758396,1.988918739,158703616,129470464,0,0.180695382,2113.22616,9.119141332,1900.411855,56,56,1005,56,7750.816327,1851,NULL,NULL,NULL,NULL,NULL,NORMAL
51:55.8,12.08872398,1023.511964,4567572480,768.6413664,1.007393665,158707712,129470464,0,0.171361374,1022.50457,25.62439864,3388.872289,59,58,1005,57,11924.51881,1850,NULL,NULL,NULL,NULL,NULL,NORMAL
51:56.8,21.94753661,5701.371442,4569317376,3342.011256,13.96661421,158732288,129470464,0,0.208846801,5728.307055,38.04287724,7659.690276,62,62,1005,62,29586.27696,1851,::1,::1,TCP/MYSQL/HTTP,64,80  >  59770 [ACK] Seq=4122 Ack=2621 Win=2617088 Len=0,NORMAL
51:57.8,5.036532996,1681.194714,4568104960,767.5676286,19.13882538,158797824,129470464,0,0.101115738,1614.712478,34.28748258,6072.04418,55,55,1005,55,24449.34577,1851,NULL,NULL,NULL,NULL,NULL,NORMAL
51:58.8,14.91379083,944.540086,4567977984,724.8102344,0.994252722,158752768,129470464,0,0.228862564,943.5458333,39.7761227,5108.470486,49,49,1005,49,17389.48011,1847,NULL,NULL,NULL,NULL,NULL,NORMAL
51:59.8,59.09756417,3498.77613,4572114944,2563.231639,38.06283794,157765632,129511424,0,2.826832376,NULL,57.37176904,8356.796235,55,55,1005,55,61474.48823,1841,::1,::1,TCP/MYSQL/HTTP,64,80  >  59770 [ACK] Seq=6354 Ack=3366 Win=2616320 Len=0,NORMAL
52:00.8,82.09646334,4336.094912,4569542656,1446.699872,103.1211674,158093312,129511424,0,6.392249173,4229.970215,41.33338607,8018.421645,62,62,1005,62,63425.52499,1842,::1,::1,TCP/MYSQL/HTTP,64,59779  >  3306 [ACK] Seq=3031 Ack=571 Win=2618368 Len=0,SQL INJECTION
52:01.8,12.89641087,1524.752577,4566335488,800.5695055,16.86453729,158162944,129511424,0,2.579652128,1619.987612,27.90571057,5254.791413,49,49,1005,49,18243.46122,1843,NULL,NULL,NULL,NULL,NULL,SQL INJECTION
52:02.8,47.08299791,1879.312853,4566192128,796.4039008,3.005297739,158093312,129511424,0,7.76278959,1761.104475,29.96771009,5586.848497,51,51,1005,49,20539.20651,1851,NULL,NULL,NULL,NULL,NULL,SQL INJECTION
52:03.8,14.86647821,909.8284666,4566167552,718.5464469,1.982197095,158089216,129511424,0,0.205829857,906.855171,3.600872834,1040.653475,52,53,1005,50,4425.255015,1851,NULL,NULL,NULL,NULL,NULL,SQL INJECTION
52:04.8,7.056805165,881.0925305,4568023040,729.875277,1.008115024,158093312,129511424,0,0.135301192,880.0844155,2.344635986,763.1430728,62,62,1005,62,3676.595491,1851,NULL,NULL,NULL,NULL,NULL,SQL INJECTION
52:05.8,2.017657326,879.6985943,4568408064,730.3919521,0,158093312,129511424,0,0.02935639,879.6985943,2.665540027,595.2089113,62,62,1005,62,3652.968589,1847,::1,::1,TCP,64,"80  >  59770 [FIN, ACK] Seq=7701 Ack=3366 Win=2616320 Len=0",SQL INJECTION
52:06.8,3.99838825,873.6478326,4569460736,726.7070644,0.999597062,158097408,129511424,0,0.053858661,872.6482355,0.430069606,618.7505816,62,62,1005,62,3967.400741,1837,NULL,NULL,NULL,NULL,NULL,NORMAL
52:07.8,1.98973377,867.5239236,4569817088,720.2836246,0,158097408,129511424,0,0.025996329,867.5239236,0.122937866,574.0381925,62,62,1005,62,4559.474933,1831,NULL,NULL,NULL,NULL,NULL,NORMAL
52:08.8,2.027834667,1025.070424,4576952320,743.2014055,1.013917333,158101504,129511424,0,0.027758698,1024.056507,1.785103271,818.2312881,62,62,1005,62,3960.361105,1827,NULL,NULL,NULL,NULL,NULL,NORMAL
52:09.8,2.941620309,1097.224375,4578299904,715.7942752,0,158101504,129511424,0,0.052025667,1097.224375,0.0154655,632.4483665,62,62,1005,62,3678.986467,1826,NULL,NULL,NULL,NULL,NULL,NORMAL
52:10.8,4.031352229,880.8504621,4577619968,734.7139438,1.007838057,158105600,129511424,0,0.362681477,879.8426241,2.376304353,676.2593365,62,62,1005,62,6122.616198,1826,NULL,NULL,NULL,NULL,NULL,NORMAL
52:11.8,6.990093639,1613.713046,4587094016,951.6513197,0.998584806,158105600,129511424,0,0.178257124,1610.717291,14.57517645,2841.972357,62,62,1005,62,9815.090054,1827,NULL,NULL,NULL,NULL,NULL,NORMAL
52:12.8,4.031120655,1224.452899,4584091648,808.2396912,0,158105600,129511424,0,0.079625795,1225.460679,34.65301285,5630.467774,55,55,1005,55,17866.93452,1824,NULL,NULL,NULL,NULL,NULL,NORMAL
52:13.8,6.967360702,938.6030203,4585308160,720.624164,0.995337243,158105600,129511424,0,0.1403344,935.6170086,30.40325511,4039.078533,55,56,1005,56,13770.49076,1825,NULL,NULL,NULL,NULL,NULL,NORMAL
